date,character_class,final_stat,remain_ap,nickname
,비숍,"[{'stat_name': '최소 스탯공격력', 'stat_value': '63152908'}, {'stat_name': '최대 스탯공격력', 'stat_value': '66476744'}, {'stat_name': '데미지', 'stat_value': '66.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '451.00'}, {'stat_name': '최종 데미지', 'stat_value': '58.73'}, {'stat_name': '방어율 무시', 'stat_value': '95.75'}, {'stat_name': '크리티컬 확률', 'stat_value': '93'}, {'stat_name': '크리티컬 데미지', 'stat_value': '104.15'}, {'stat_name': '상태이상 내성', 'stat_value': '65'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '24773'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '287'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '770'}, {'stat_name': 'STR', 'stat_value': '4639'}, {'stat_name': 'DEX', 'stat_value': '5401'}, {'stat_name': 'INT', 'stat_value': '62528'}, {'stat_name': 'LUK', 'stat_value': '7665'}, {'stat_name': 'HP', 'stat_value': '43688'}, {'stat_name': 'MP', 'stat_value': '86938'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1493'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-454'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-211'}, {'stat_name': '아이템 드롭률', 'stat_value': '247'}, {'stat_name': '메소 획득량', 'stat_value': '145'}, {'stat_name': '버프 지속시간', 'stat_value': '193'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '6.00'}, {'stat_name': '무기 숙련도', 'stat_value': '95'}, {'stat_name': '추가 경험치 획득', 'stat_value': '217.00'}, {'stat_name': '공격력', 'stat_value': '2255'}, {'stat_name': '마력', 'stat_value': '8156'}, {'stat_name': '전투력', 'stat_value': '251930993'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '20'}]",0,닉밴
,제로,"[{'stat_name': '최소 스탯공격력', 'stat_value': '385746817'}, {'stat_name': '최대 스탯공격력', 'stat_value': '428607570'}, {'stat_name': '데미지', 'stat_value': '178.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '611.00'}, {'stat_name': '최종 데미지', 'stat_value': '177.81'}, {'stat_name': '방어율 무시', 'stat_value': '97.58'}, {'stat_name': '크리티컬 확률', 'stat_value': '101'}, {'stat_name': '크리티컬 데미지', 'stat_value': '159.55'}, {'stat_name': '상태이상 내성', 'stat_value': '64'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '406'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '97598'}, {'stat_name': 'DEX', 'stat_value': '12240'}, {'stat_name': 'INT', 'stat_value': '9094'}, {'stat_name': 'LUK', 'stat_value': '8968'}, {'stat_name': 'HP', 'stat_value': '112231'}, {'stat_name': 'MP', 'stat_value': None}, {'stat_name': 'AP 배분 STR', 'stat_value': '1483'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-229'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '51'}, {'stat_name': '메소 획득량', 'stat_value': '57'}, {'stat_name': '버프 지속시간', 'stat_value': '67'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '3'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '16'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '195.00'}, {'stat_name': '공격력', 'stat_value': '10286'}, {'stat_name': '마력', 'stat_value': '2920'}, {'stat_name': '전투력', 'stat_value': '578127573'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,피쓰
,"아크메이지(불,독)","[{'stat_name': '최소 스탯공격력', 'stat_value': '187241711'}, {'stat_name': '최대 스탯공격력', 'stat_value': '195043446'}, {'stat_name': '데미지', 'stat_value': '122.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '301.00'}, {'stat_name': '최종 데미지', 'stat_value': '231.10'}, {'stat_name': '방어율 무시', 'stat_value': '91.24'}, {'stat_name': '크리티컬 확률', 'stat_value': '122'}, {'stat_name': '크리티컬 데미지', 'stat_value': '114.35'}, {'stat_name': '상태이상 내성', 'stat_value': '46'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '28338'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '319'}, {'stat_name': '아케인포스', 'stat_value': '1380'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '5239'}, {'stat_name': 'DEX', 'stat_value': '5378'}, {'stat_name': 'INT', 'stat_value': '66362'}, {'stat_name': 'LUK', 'stat_value': '8425'}, {'stat_name': 'HP', 'stat_value': '53873'}, {'stat_name': 'MP', 'stat_value': '96245'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1488'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-215'}, {'stat_name': '아이템 드롭률', 'stat_value': '270'}, {'stat_name': '메소 획득량', 'stat_value': '146'}, {'stat_name': '버프 지속시간', 'stat_value': '199'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '103.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '6.00'}, {'stat_name': '무기 숙련도', 'stat_value': '96'}, {'stat_name': '추가 경험치 획득', 'stat_value': '270.00'}, {'stat_name': '공격력', 'stat_value': '2245'}, {'stat_name': '마력', 'stat_value': '8074'}, {'stat_name': '전투력', 'stat_value': '211765252'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,노조
,"아크메이지(썬,콜)","[{'stat_name': '최소 스탯공격력', 'stat_value': '158849819'}, {'stat_name': '최대 스탯공격력', 'stat_value': '167210334'}, {'stat_name': '데미지', 'stat_value': '119.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '485.00'}, {'stat_name': '최종 데미지', 'stat_value': '54.00'}, {'stat_name': '방어율 무시', 'stat_value': '93.51'}, {'stat_name': '크리티컬 확률', 'stat_value': '85'}, {'stat_name': '크리티컬 데미지', 'stat_value': '108.15'}, {'stat_name': '상태이상 내성', 'stat_value': '64'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '38019'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '424'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '9123'}, {'stat_name': 'DEX', 'stat_value': '10432'}, {'stat_name': 'INT', 'stat_value': '100459'}, {'stat_name': 'LUK', 'stat_value': '13399'}, {'stat_name': 'HP', 'stat_value': '56586'}, {'stat_name': 'MP', 'stat_value': '82090'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1468'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-231'}, {'stat_name': '아이템 드롭률', 'stat_value': '24'}, {'stat_name': '메소 획득량', 'stat_value': '29'}, {'stat_name': '버프 지속시간', 'stat_value': '153'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '2'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '8.00'}, {'stat_name': '무기 숙련도', 'stat_value': '95'}, {'stat_name': '추가 경험치 획득', 'stat_value': '106.00'}, {'stat_name': '공격력', 'stat_value': '2932'}, {'stat_name': '마력', 'stat_value': '9950'}, {'stat_name': '전투력', 'stat_value': '577606125'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '22'}]",0,은긴
,비숍,"[{'stat_name': '최소 스탯공격력', 'stat_value': '239926531'}, {'stat_name': '최대 스탯공격력', 'stat_value': '252554238'}, {'stat_name': '데미지', 'stat_value': '193.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '314.00'}, {'stat_name': '최종 데미지', 'stat_value': '249.80'}, {'stat_name': '방어율 무시', 'stat_value': '92.45'}, {'stat_name': '크리티컬 확률', 'stat_value': '139'}, {'stat_name': '크리티컬 데미지', 'stat_value': '139.35'}, {'stat_name': '상태이상 내성', 'stat_value': '70'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '22939'}, {'stat_name': '이동속도', 'stat_value': '168'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '295'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '4053'}, {'stat_name': 'DEX', 'stat_value': '4177'}, {'stat_name': 'INT', 'stat_value': '62308'}, {'stat_name': 'LUK', 'stat_value': '7965'}, {'stat_name': 'HP', 'stat_value': '54042'}, {'stat_name': 'MP', 'stat_value': '89131'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1493'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-268'}, {'stat_name': '아이템 드롭률', 'stat_value': '296'}, {'stat_name': '메소 획득량', 'stat_value': '195'}, {'stat_name': '버프 지속시간', 'stat_value': '200'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '110.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '95'}, {'stat_name': '추가 경험치 획득', 'stat_value': '590.00'}, {'stat_name': '공격력', 'stat_value': '2146'}, {'stat_name': '마력', 'stat_value': '7984'}, {'stat_name': '전투력', 'stat_value': '172235796'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '12'}]",0,아침짹
,나이트로드,"[{'stat_name': '최소 스탯공격력', 'stat_value': '73748913'}, {'stat_name': '최대 스탯공격력', 'stat_value': '85754549'}, {'stat_name': '데미지', 'stat_value': '71.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '387.00'}, {'stat_name': '최종 데미지', 'stat_value': '61.77'}, {'stat_name': '방어율 무시', 'stat_value': '88.77'}, {'stat_name': '크리티컬 확률', 'stat_value': '141'}, {'stat_name': '크리티컬 데미지', 'stat_value': '112.75'}, {'stat_name': '상태이상 내성', 'stat_value': '74'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '49576'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '270'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '5582'}, {'stat_name': 'DEX', 'stat_value': '7571'}, {'stat_name': 'INT', 'stat_value': '4474'}, {'stat_name': 'LUK', 'stat_value': '64089'}, {'stat_name': 'HP', 'stat_value': '58614'}, {'stat_name': 'MP', 'stat_value': '34893'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1483'}, {'stat_name': 'AP 배분 HP', 'stat_value': '550'}, {'stat_name': 'AP 배분 MP', 'stat_value': '300'}, {'stat_name': '아이템 드롭률', 'stat_value': '270'}, {'stat_name': '메소 획득량', 'stat_value': '146'}, {'stat_name': '버프 지속시간', 'stat_value': '55'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '104.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '2'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '6.00'}, {'stat_name': '무기 숙련도', 'stat_value': '86'}, {'stat_name': '추가 경험치 획득', 'stat_value': '295.00'}, {'stat_name': '공격력', 'stat_value': '6712'}, {'stat_name': '마력', 'stat_value': '1766'}, {'stat_name': '전투력', 'stat_value': '194931452'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,동냥
,일리움,"[{'stat_name': '최소 스탯공격력', 'stat_value': '97214240'}, {'stat_name': '최대 스탯공격력', 'stat_value': '108015820'}, {'stat_name': '데미지', 'stat_value': '94.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '333.00'}, {'stat_name': '최종 데미지', 'stat_value': '61.70'}, {'stat_name': '방어율 무시', 'stat_value': '93.88'}, {'stat_name': '크리티컬 확률', 'stat_value': '91'}, {'stat_name': '크리티컬 데미지', 'stat_value': '111.85'}, {'stat_name': '상태이상 내성', 'stat_value': '60'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '33151'}, {'stat_name': '이동속도', 'stat_value': '170'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '310'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '8078'}, {'stat_name': 'DEX', 'stat_value': '7045'}, {'stat_name': 'INT', 'stat_value': '75002'}, {'stat_name': 'LUK', 'stat_value': '10973'}, {'stat_name': 'HP', 'stat_value': '76584'}, {'stat_name': 'MP', 'stat_value': '66649'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1468'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '237'}, {'stat_name': '메소 획득량', 'stat_value': '135'}, {'stat_name': '버프 지속시간', 'stat_value': '50'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '103.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '6.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '91.00'}, {'stat_name': '공격력', 'stat_value': '2357'}, {'stat_name': '마력', 'stat_value': '9227'}, {'stat_name': '전투력', 'stat_value': '252809677'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '32'}]",0,진이꼬야옹
,섀도어,"[{'stat_name': '최소 스탯공격력', 'stat_value': '167785422'}, {'stat_name': '최대 스탯공격력', 'stat_value': '186428245'}, {'stat_name': '데미지', 'stat_value': '71.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '415.00'}, {'stat_name': '최종 데미지', 'stat_value': '75.55'}, {'stat_name': '방어율 무시', 'stat_value': '95.99'}, {'stat_name': '크리티컬 확률', 'stat_value': '65'}, {'stat_name': '크리티컬 데미지', 'stat_value': '130.60'}, {'stat_name': '상태이상 내성', 'stat_value': '60'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '397'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '770'}, {'stat_name': 'STR', 'stat_value': '11539'}, {'stat_name': 'DEX', 'stat_value': '14162'}, {'stat_name': 'INT', 'stat_value': '9096'}, {'stat_name': 'LUK', 'stat_value': '100096'}, {'stat_name': 'HP', 'stat_value': '65801'}, {'stat_name': 'MP', 'stat_value': '26277'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1468'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '25'}, {'stat_name': '메소 획득량', 'stat_value': '49'}, {'stat_name': '버프 지속시간', 'stat_value': '65'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '3'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '8.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '154.00'}, {'stat_name': '공격력', 'stat_value': '11212'}, {'stat_name': '마력', 'stat_value': '2519'}, {'stat_name': '전투력', 'stat_value': '576222992'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,수도자
,"아크메이지(불,독)","[{'stat_name': '최소 스탯공격력', 'stat_value': '83132833'}, {'stat_name': '최대 스탯공격력', 'stat_value': '87508244'}, {'stat_name': '데미지', 'stat_value': '131.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '284.00'}, {'stat_name': '최종 데미지', 'stat_value': '54.00'}, {'stat_name': '방어율 무시', 'stat_value': '78.00'}, {'stat_name': '크리티컬 확률', 'stat_value': '100'}, {'stat_name': '크리티컬 데미지', 'stat_value': '105.05'}, {'stat_name': '상태이상 내성', 'stat_value': '76'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '21733'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '359'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '5092'}, {'stat_name': 'DEX', 'stat_value': '4737'}, {'stat_name': 'INT', 'stat_value': '63230'}, {'stat_name': 'LUK', 'stat_value': '7221'}, {'stat_name': 'HP', 'stat_value': '45299'}, {'stat_name': 'MP', 'stat_value': '86734'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1473'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '245'}, {'stat_name': '메소 획득량', 'stat_value': '144'}, {'stat_name': '버프 지속시간', 'stat_value': '193'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '95.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '6.00'}, {'stat_name': '무기 숙련도', 'stat_value': '95'}, {'stat_name': '추가 경험치 획득', 'stat_value': '264.00'}, {'stat_name': '공격력', 'stat_value': '2042'}, {'stat_name': '마력', 'stat_value': '7880'}, {'stat_name': '전투력', 'stat_value': '195761569'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '30'}]",0,번화
,은월,"[{'stat_name': '최소 스탯공격력', 'stat_value': '220177211'}, {'stat_name': '최대 스탯공격력', 'stat_value': '244641344'}, {'stat_name': '데미지', 'stat_value': '112.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '481.00'}, {'stat_name': '최종 데미지', 'stat_value': '61.41'}, {'stat_name': '방어율 무시', 'stat_value': '95.77'}, {'stat_name': '크리티컬 확률', 'stat_value': '90'}, {'stat_name': '크리티컬 데미지', 'stat_value': '122.85'}, {'stat_name': '상태이상 내성', 'stat_value': '70'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '397'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '730'}, {'stat_name': 'STR', 'stat_value': '102063'}, {'stat_name': 'DEX', 'stat_value': '13043'}, {'stat_name': 'INT', 'stat_value': '10767'}, {'stat_name': 'LUK', 'stat_value': '9142'}, {'stat_name': 'HP', 'stat_value': '59910'}, {'stat_name': 'MP', 'stat_value': '30798'}, {'stat_name': 'AP 배분 STR', 'stat_value': '1468'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-462'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-484'}, {'stat_name': '아이템 드롭률', 'stat_value': '23'}, {'stat_name': '메소 획득량', 'stat_value': '28'}, {'stat_name': '버프 지속시간', 'stat_value': '76'}, {'stat_name': '공격 속도', 'stat_value': '5'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '3'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '8.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '125.00'}, {'stat_name': '공격력', 'stat_value': '9982'}, {'stat_name': '마력', 'stat_value': '2739'}, {'stat_name': '전투력', 'stat_value': '575333306'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '15'}]",0,대훈
