item_equipment_slot_name,item_id,ocid
캐시 망토,요정날개No01,a6b0302dae63da7ad28891b7c8bf0d9b98a16dd66191baec8ff0d2da333893a1
캐시 신발,한가위토깽의달,a6b0302dae63da7ad28891b7c8bf0d9b98a16dd66191baec8ff0d2da333893a1
캐시 목/어깨장식,웨딩목걸이,a6b0302dae63da7ad28891b7c8bf0d9b98a16dd66191baec8ff0d2da333893a1
세트옷,꺄꺄,a6b0302dae63da7ad28891b7c8bf0d9b98a16dd66191baec8ff0d2da333893a1
캐시 세트옷,[구]망또No08,a6b0302dae63da7ad28891b7c8bf0d9b98a16dd66191baec8ff0d2da333893a1
장신구,붉은토끼풀노리개1성,a6b0302dae63da7ad28891b7c8bf0d9b98a16dd66191baec8ff0d2da333893a1
캐시 장신구,좋아요하트No01,a6b0302dae63da7ad28891b7c8bf0d9b98a16dd66191baec8ff0d2da333893a1
무기,흑옥방천극7성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
갑옷,태광천신의복8성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
방패/보조무기,,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
투구,태광천신금잠8성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
왼손,태염반지6성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
오른손,태염반지7성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
보조1,마사의귀목,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
보조2,마사의귀목,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
얼굴장식,조사장의가면,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 투구,,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
망토,무신귀갑주7성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 겉옷,환계나무꾼의복,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
신발,사령웅의앞발,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
목/어깨장식,단조의심단,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 무기,애완령'화(오른팔),9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 방패/보조무기,발아래까치,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 얼굴장식,,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 망토,,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 신발,게이밍감성컴퓨터,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 목/어깨장식,따숩겨울목도리,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
세트옷,[괴수의상]쿠라칸5성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 세트옷,[구]망또No03,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
장신구,파란나비노리개1성,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
캐시 장신구,냥이방울No01,9584a7ea0f3d8aa25232ee1adcea9ec547084fc333275cb5eaea709a8f54bc15
무기,용화제십단봉,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
갑옷,패자황금갑주,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
방패/보조무기,고대마령의단검8성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
투구,용아천관'화8성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
왼손,패자황금토시,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
오른손,패자황금토시,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
보조1,마령의노리개'흑10성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
보조2,마사의귀목,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
얼굴장식,시바의시선,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 투구,풀잎소녀헤어,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
망토,용성신부'화8성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 겉옷,풀잎소년의상,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
신발,고대마령의군화'흑8성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
목/어깨장식,고대마령의목걸이8성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 무기,풀잎민들레,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 방패/보조무기,왕초보장식,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 얼굴장식,유니콘음악대반짝이,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 망토,풍월요괴고방한외투,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 신발,풀잎행운햄찌,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 목/어깨장식,풀잎리본초커,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
세트옷,[괴수의상]아이라바타1성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 세트옷,,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
장신구,붉은토끼풀노리개1성,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
캐시 장신구,자몽볼터치,bd3208a1e7df5e5d9bb2264699fea22cea95158b54a6dcb4cd7e585fc15e1272
무기,고대마령의적혈단봉8성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
갑옷,환웅의답호'9성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
방패/보조무기,환웅의고서'8성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
투구,고대마령모자8성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
왼손,금린반지8성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
오른손,환웅의팔찌'8성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
보조1,마사의귀목,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
보조2,마사의귀목,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
얼굴장식,조사장의가면,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 투구,향긋한정원테디페도라,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
망토,고대마령의칼날8성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 겉옷,야옹집사의상(여),59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
신발,사령웅의앞발,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
목/어깨장식,단조의심단,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 무기,심해물병,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 방패/보조무기,베베토끼인형,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 얼굴장식,,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 망토,야옹집사살랑고양이,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 신발,여름별빛새콤반짝,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 목/어깨장식,바닷바람시원한하트,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
세트옷,[괴수의상]쿠라칸2성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 세트옷,,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
장신구,자수원앙노리개1성,59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
캐시 장신구,그림술사목장식(여),59e1def347afff3e35a77cf833026f4f7fe30577cd06cec03806b041c1293227
무기,흑염곤봉8성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
갑옷,태광천신의복8성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
방패/보조무기,상급나무귀신고서,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
투구,태광천신금잠7성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
왼손,태염반지6성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
오른손,태염반지6성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
보조1,수정의귀걸이'진,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
보조2,수정의귀걸이'진,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
얼굴장식,고대마령의표식6성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 투구,바람괴담헤어No02남,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
망토,천신부금장7성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 겉옷,바람괴담교복No02남,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
신발,고대마령의군화'흑6성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
목/어깨장식,고대마령의목걸이6성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 무기,,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 방패/보조무기,어쿠스틱슬링백,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 얼굴장식,태극무늬페인팅,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 망토,별나비날개No02남,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 신발,,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 목/어깨장식,니트목도리No02,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
세트옷,[괴수의상]아그니1성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 세트옷,[구]웨딩드레스No06,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
장신구,붉은토끼풀노리개1성,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
캐시 장신구,달러와펜장식,1baf90d2f73b74347ca09f21987247c3851164f966b295d680e5ea0902c4764b
무기,고대마령의적혈단봉8성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
갑옷,전설여자구미호갑옷,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
방패/보조무기,고대마령의방패6성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
투구,금린추월관7성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
왼손,금린노리개6성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
오른손,금린노리개6성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
보조1,마령의노리개'월6성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
보조2,마사의귀목,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
얼굴장식,고대마령의표식6성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 투구,고풍스런진주핀,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
망토,고대마령의칼날6성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 겉옷,캐주얼명문교복(여),96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
신발,용왕의신발,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
목/어깨장식,고대마령의목걸이6성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 무기,어쿠스틱불꽃,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 방패/보조무기,웨딩비둘기,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 얼굴장식,,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 망토,벚꽃장식No02,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 신발,유성우,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 목/어깨장식,웨딩목걸이,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
세트옷,강철의탐,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 세트옷,,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
장신구,붉은토끼풀노리개1성,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
캐시 장신구,달콤반짝이No01,96fa5e903d6dde5aa1e12caed603ddfaa8929ff288c9076d5d830ae54480fa84
무기,환웅천륜'9각,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
갑옷,환웅의천의'9성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
방패/보조무기,금린방패8성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
투구,환웅의투구'8성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
왼손,금린노리개6성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
오른손,환웅의장갑'8성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
보조1,마사의귀목,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
보조2,마사의귀목,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
얼굴장식,고대마령의암막6성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 투구,블러썸신랑헤어No02,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
망토,무신귀갑주7성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 겉옷,환계나무꾼의복,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
신발,사령웅의앞발,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
목/어깨장식,고대마령의목걸이7성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 무기,오래된채굴곡괭이,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 방패/보조무기,양양이No01,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 얼굴장식,눈장식:칼라렌즈(밤하늘),0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 망토,시크한유체가방,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 신발,인어파도,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 목/어깨장식,[패스]따뜻머플러,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
세트옷,도깨비탐,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 세트옷,삐약삐약뼝아리,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
장신구,붉은토끼풀노리개1성,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
캐시 장신구,공룡우비,0a2defb9a982b9f2ea73d8008c2f35d88d85f1244b8c43dc9b0ce6eec2be501d
무기,서라마옥선,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
갑옷,환웅의쾌자'9성,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
방패/보조무기,고대마령의방패8성,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
투구,환웅의마관'9성,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
왼손,용송곳니흑광노리개9성,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
오른손,금린노리개6성,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
보조1,마사의귀목,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
보조2,마사의귀목,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
얼굴장식,고대마령의암막7성,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 투구,꽃도령갓,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
망토,진'암흑망토(손상),600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 겉옷,바람추석한복(남),600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
신발,사령웅의앞발,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
목/어깨장식,청의비녀,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 무기,앤틱바람곰방대,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 방패/보조무기,,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 얼굴장식,,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 망토,비눗방울,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 신발,빗방울,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 목/어깨장식,딱콩삐쭉스카프No03,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
세트옷,강철의탐,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 세트옷,평화의구미호분신,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
장신구,붉은토끼풀노리개2성,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
캐시 장신구,,600759e6033742fffb6c3ce708a39b6bca7371ebf83e50bf454b75e80269b639
무기,고대마령의적혈단봉8성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
갑옷,환웅의장삼'9성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
방패/보조무기,고대마령의단검6성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
투구,고대마령투구8성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
왼손,금린반지9성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
오른손,용송곳니흑광노리개9성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
보조1,마령의노리개'흑6성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
보조2,마사의귀목,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
얼굴장식,빛나는조사장의가면,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 투구,깜찍펭귄모자,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
망토,고대마령의칼날9성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 겉옷,겨울한교복(남),be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
신발,사령웅의앞발,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
목/어깨장식,고대마령의목걸이8성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
,,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 방패/보조무기,,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 얼굴장식,,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 망토,겨울한교복털망토,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 신발,겨울반딧불,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 목/어깨장식,나사펫코기뱃지,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
세트옷,도깨비탐,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 세트옷,[구]망또No07,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
장신구,파란나비노리개1성,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
캐시 장신구,신월협객복면,be43e4e8ad4b88efba4ee12417adebddfb208e63f9e94ec3d2325187928a9342
무기,고대마령의적혈단봉8성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
갑옷,환웅의답호'7성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
방패/보조무기,고대마령의방패6성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
투구,환웅의화관'7성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
왼손,고대마령의장갑'흑6성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
오른손,금린노리개6성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
보조1,마사의귀목,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
보조2,마사의귀목,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
얼굴장식,고대마령의표식6성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 투구,할로윈은빛왕관,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
망토,고대마령의칼날6성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 겉옷,환계선녀의복,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
신발,사령웅의앞발,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
목/어깨장식,고대마령의목걸이6성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 무기,오래된채굴곡괭이,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 방패/보조무기,우쿨렐레No02,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 얼굴장식,,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 망토,,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 신발,게이밍감성컴퓨터,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 목/어깨장식,하양설빔목도리,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
세트옷,도깨비탐,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 세트옷,삐약삐약뼝아리,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
장신구,붉은토끼풀노리개1성,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
캐시 장신구,반짇고리도깨비실패No01,4f1627bd60a89d49403190bd2bd755c3f1e64a86cb9f2ce2af048a6254e9d2a8
무기,진환영금성단봉,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
갑옷,전설남자구미호갑옷,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
방패/보조무기,고대마령의방패6성,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
투구,황금투구,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
왼손,쇄자황금토시,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
오른손,황금토시,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
보조1,마사의귀목,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
보조2,마사의귀목,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
얼굴장식,고대마령의암막6성,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
캐시 투구,[패스]볼캡소년헤어,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
망토,암흑망토,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
캐시 겉옷,[패스]롱패딩소년의상,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
신발,사령웅의앞발,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
목/어깨장식,고대마령의목걸이6성,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
캐시 무기,[패스]눈뭉치,1d37deeccf2ac86fa0cfa91d631c6c67db3658531256d3758d0fd8b24c387516
